cluster,genre,danceability,energy,valence,loudness,track_name,artist_name,popularity
4,Anime,0.48,0.976,0.385,-4.53,Salamander,Yasuharu Takanashi,35
1,Movie,0.47,0.367,0.297,-13.411,Red Alert - Score,Randy Newman,13
4,Country,0.525,0.874,0.694,-3.349,Like You Say You Do,Luke Bryan,50
1,Hip-Hop,0.523,0.464,0.252,-12.942,ECHO,Kevin Abstract,52
1,Folk,0.275,0.524,0.291,-8.656,The Running Styles of New York,The Tallest Man On Earth,56
1,Rock,0.488,0.326,0.323,-12.02,Gentle on My Mind,Robert Ellis,54
0,Anime,0.392,0.866,0.427,-3.57,Atomos,eufonius,12
0,Electronic,0.632,0.914,0.43,-6.462,Risingson - Underdog Mix,Massive Attack,34
1,Dance,0.526,0.493,0.0838,-8.636,Brain,BANKS,53
3,Reggae,0.713,0.536,0.633,-6.905,Jah Say No - 2002 Remastered Version,Peter Tosh,30
1,Dance,0.597,0.496,0.191,-8.709,Us,August Alsina,50
1,Movie,0.765,0.266,0.336,-16.499,Maman chantait les feuilles,Daniel Lavoie,12
2,Soundtrack,0.179,0.537,0.187,-13.419,Battle for the Mountain,Howard Shore,23
4,Country,0.553,0.865,0.419,-5.695,Clear Isabel,Aaron Watson,37
4,Blues,0.481,0.776,0.372,-8.404,I Don't Live In A Dream - Live,Jackie Greene,26
2,World,0.328,0.0304,0.0387,-18.688,Krisna's Peacocks,Chinmaya Dunster,32
3,Pop,0.726,0.568,0.631,-8.358,Into You (feat. Ashanti),Fabolous,63
3,Hip-Hop,0.82,0.809,0.737,-6.759,Break Ya Neck,Busta Rhymes,70
3,Rap,0.768,0.62,0.589,-7.399,Can't Get Enough,J. Cole,68
4,Pop,0.684,0.774,0.448,-5.951,Weekend,Louis The Child,62
1,Country,0.528,0.558,0.124,-5.705,Like the Way You Love Me,Sara Evans,36
4,Anime,0.158,0.575,0.246,-9.295,Opening​~​Bombing Mission (Final Fantasy VII),Nobuo Uematsu,41
3,Reggaeton,0.85,0.869,0.713,-3.935,Te Pase el Rolo,Alexis y Fido,29
3,R&B,0.742,0.515,0.587,-6.265,O,Omarion,49
3,Reggaeton,0.715,0.746,0.912,-5.992,Ella No Vacila,Yomo,23
3,Rock,0.843,0.48,0.762,-11.574,If You Want Me to Stay,Sly & The Family Stone,62
2,Opera,0.393,0.131,0.415,-25.108,"Falstaff, Act II Pt. 1: Signore, v'assista il cielo! (Live)",Giuseppe Verdi,3
3,Rock,0.71,0.496,0.637,-9.638,House Of Cards,Radiohead,60
0,Children’s Music,0.58,0.622,0.781,-12.005,oh baby,LCD Soundsystem,62
0,Hip-Hop,0.766,0.442,0.39,-8.558,The Motto,Drake,75
4,Rock,0.289,0.457,0.409,-7.493,Hopelessly Devoted To You - From “Grease” Soundtrack,Olivia Newton-John,54
4,Indie,0.383,0.547,0.282,-9.899,Colder Heavens,Blanco White,53
1,Rock,0.299,0.329,0.392,-10.096,The Long And Winding Road - Remastered 2009,The Beatles,61
0,Dance,0.391,0.604,0.168,-8.104,Pills N Potions,Nicki Minaj,60
2,Classical,0.173,0.00445,0.0399,-33.642,"Unaccompanied Cello Suite No. 5 in C Minor, BWV 1011: IV. Sarabande",Johann Sebastian Bach,35
1,Rock,0.483,0.351,0.713,-10.487,For No One - Remastered 2009,The Beatles,63
1,Reggae,0.697,0.596,0.352,-8.443,Seashells,Rambutan Jam Band,32
2,Soundtrack,0.508,0.126,0.399,-20.839,Forces of Attraction,Jóhann Jóhannsson,45
1,Pop,0.571,0.481,0.0807,-7.179,Training Wheels,Melanie Martinez,62
4,Comedy,0.573,0.905,0.592,-5.863,Thug tears,Rachel Feinstein,19
2,Soundtrack,0.279,0.0065,0.136,-31.736,"You'll Be Queen One Day - From The ""Game Of Thrones"" Soundtrack",Ramin Djawadi,43
4,Rap,0.667,0.678,0.446,-4.97,Woman Woman,AWOLNATION,56
0,Reggae,0.47,0.665,0.508,-5.645,The Phoenix,Pepper,22
2,Opera,0.237,0.0929,0.0629,-24.771,"Offenbach: Les Contes d'Hoffmann, Act 4: ""Belle nuit, ô nuit d'amour"" (Nicklausse, Giulietta, Chorus)",Jacques Offenbach,29
1,Folk,0.649,0.309,0.358,-9.162,Bronze - Acoustic,The Woodlands,43
4,Jazz,0.783,0.667,0.373,-7.565,Sweeter,letherette,44
3,Rap,0.838,0.472,0.578,-8.116,Lay Down,OMB Peezy,52
3,Soul,0.813,0.743,0.652,-7.778,Majid,DRAMA,44
1,Rap,0.593,0.484,0.204,-10.642,I R L (feat. Prelow),DYSN,58
4,Reggaeton,0.486,0.628,0.419,-5.259,Lloraras,R.K.M & Ken-Y,34
2,Classical,0.295,0.0225,0.0397,-30.914,"Chopin: Berceuse in D-Flat Major, Op. 57",Frédéric Chopin,50
1,Pop,0.636,0.383,0.213,-9.381,Morning Breeze,Juke Ross,67
1,Indie,0.507,0.129,0.158,-15.846,Older Chests,Damien Rice,55
3,Reggae,0.749,0.776,0.634,-6.467,Oda a Las Tetas (feat. Alvaro Díaz),Pj Sin Suela,27
1,Indie,0.228,0.381,0.173,-6.774,Recite Remorse,Waxahatchee,49
4,Rap,0.366,0.667,0.51,-5.683,Go Get It,T.I.,56
3,Blues,0.661,0.557,0.957,-8.244,Do Wah Diddy Diddy,Manfred Mann,62
1,Blues,0.648,0.0526,0.324,-20.236,Let's Do It,Ella Fitzgerald,35
0,Indie,0.525,0.902,0.907,-8.662,Love Will Tear Us Apart - 2010 Remastered Version,Joy Division,64
0,Alternative,0.438,0.919,0.195,-2.91,Crawling Back To You,Daughtry,46
1,Classical,0.369,0.121,0.566,-16.204,"String Quartet in C Major, No. 4, K. 157: I. Allegro",Wolfgang Amadeus Mozart,33
4,Indie,0.398,0.726,0.311,-6.093,Your Bones,Of Monsters and Men,47
3,Hip-Hop,0.928,0.771,0.679,-5.935,Can't Nobody Hold Me Down (feat. Mase),Diddy,57
3,Reggaeton,0.811,0.74,0.617,-8.275,Maniatica Sexual,Lito y Polaco,39
3,Country,0.763,0.473,0.522,-10.759,I'm Over You,Keith Whitley,44
4,Electronic,0.302,0.684,0.163,-8.184,Heaven For The Sinner,Bonobo,44
1,Opera,0.48,0.387,0.494,-13.145,Moonglow,Thomas Quasthoff,14
1,Anime,0.484,0.252,0.54,-18.665,Line,Kevin Penkin,22
1,Anime,0.579,0.366,0.0735,-15.184,DIABOLIC,Hiroyuki Sawano,14
3,Hip-Hop,0.762,0.661,0.769,-6.075,Beautiful Girls,Sean Kingston,77
3,Country,0.72,0.538,0.597,-8.712,Island Rain,Kenny Chesney,49
4,Comedy,0.596,0.921,0.0603,-8.892,My Autograph,Steve Harvey,24
1,Blues,0.414,0.342,0.239,-9.676,A Change Is Gonna Come - Mono; 2008 Remaster,Otis Redding,35
3,Dance,0.751,0.658,0.496,-4.578,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,69
0,Children’s Music,0.445,0.882,0.573,-4.979,Oh Lord,In This Moment,55
1,World,0.488,0.468,0.249,-7.361,He Knows My Name - Bonus Cut,Israel & New Breed,29
3,Indie,0.793,0.429,0.62,-10.079,On the Low,Tove Styrke,56
3,Reggae,0.777,0.601,0.764,-7.54,Yesterdaze,Tomorrows Bad Seeds,29
2,Soundtrack,0.407,0.136,0.0648,-17.511,"Come, Gentle Night",Abel Korzeniowski,34
4,Comedy,0.486,0.717,0.181,-11.985,Short Hair Don't Care,Anjelah Johnson,17
4,Ska,0.45,0.983,0.399,-4.268,The Answer is Still No,No Use For A Name,33
0,Dance,0.432,0.9,0.486,-2.832,Fall To Pieces,Avril Lavigne,55
4,Dance,0.633,0.74,0.363,-6.576,Idwgaf,Borgeous,55
3,Reggaeton,0.744,0.876,0.651,-3.536,Tu Me Enloqueces,Baby Rasta & Gringo,36
3,R&B,0.744,0.383,0.574,-10.085,Whipped Cream,Ari Lennox,66
4,R&B,0.519,0.777,0.154,-5.516,Beggin For Thread - Gryffin & Hotel Garuda Remix,BANKS,51
1,Jazz,0.269,0.363,0.215,-12.805,Om Shanti,Alice Coltrane,30
3,Hip-Hop,0.697,0.9,0.551,-7.036,Let Me Clear My Throat - Old School Reunion Remix '96,DJ Kool,53
2,Soundtrack,0.0913,0.0373,0.0293,-27.039,Shutting down Grace's lab,James Horner,40
2,World,0.255,0.234,0.0882,-11.734,Threshing Floor,Jonathan David Helser,24
2,Classical,0.333,0.00325,0.0969,-37.682,"Brahms: 3 Intermezzi, Op. 117: No. 1 Intermezzo No. 1 in E-Flat Major",Johannes Brahms,41
0,Country,0.554,0.702,0.467,-4.972,Up All Night,Jon Pardi,56
3,Country,0.663,0.494,0.672,-11.822,Sugaree,Jerry Garcia,44
3,Reggae,0.825,0.343,0.797,-9.849,Paradise (Acoustic),Through The Roots,22
3,Dance,0.765,0.762,0.819,-5.878,White Walls (feat. ScHoolboy Q & Hollis),Macklemore & Ryan Lewis,53
1,Soul,0.518,0.278,0.405,-9.306,Save Room - Live from Spotify Milan,John Legend,42
3,Dance,0.795,0.75,0.762,-3.604,"Dancing In The Dark - From The ""Home"" Soundtrack",Rihanna,53
3,Anime,0.694,0.703,0.534,-5.65,I'll Be There,MISIA,22
2,Blues,0.441,0.0244,0.218,-15.881,Strange Fruit,Nina Simone,32
4,Country,0.596,0.79,0.516,-4.505,Straight To Hell - Full Length Version,Darius Rucker,40
1,Country,0.573,0.302,0.566,-15.009,Please Come to Boston,David Allan Coe,41
4,R&B,0.689,0.754,0.356,-7.406,Boom Boom,Iggy Azalea,51
3,World,0.736,0.456,0.585,-7.329,Ka Moun Kè,Rokia Traoré,45
1,Alternative,0.67,0.262,0.516,-7.574,I Been,Ari Lennox,52
3,Blues,0.775,0.376,0.558,-7.704,Honey Bee,Muddy Waters,29
3,Reggaeton,0.784,0.783,0.654,-6.603,Presión,Wisin & Yandel,35
4,Anime,0.381,0.934,0.544,-4.249,Dramatic Slow Motion,TK from Ling tosite sigure,28
1,Rock,0.311,0.325,0.668,-9.042,Lucy In The Sky With Diamonds - Remastered 2009,The Beatles,69
3,Rock,0.825,0.479,0.791,-13.836,"They Love Each Other - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",Grateful Dead,48
3,R&B,0.637,0.733,0.848,-6.052,Roll Call (feat. Mya),GoldLink,52
0,Rock,0.469,0.894,0.476,-4.981,Oh My Heart,Night Riots,52
0,Anime,0.418,0.255,0.245,-14.076,Lounge,Susumu Hirasawa,10
3,Reggaeton,0.736,0.924,0.961,-4.73,Besas Tan Bien,Nelson Arrieta,39
0,Soundtrack,0.234,0.8,0.122,-9.704,Avengers Unite,Danny Elfman,44
3,Jazz,0.672,0.355,0.79,-7.645,(Everybody's Waitin' For) The Man With The Bag - Remastered 1996,Kay Starr,54
1,Alternative,0.686,0.358,0.3,-9.539,Lessons (acoustic),Sinead Harnett,55
4,Indie,0.463,0.746,0.254,-6.722,Diving Woman,Japanese Breakfast,55
1,R&B,0.883,0.472,0.253,-6.461,You Already Know (feat. Nicki Minaj),Fergie,54
3,Hip-Hop,0.7,0.718,0.498,-5.61,No Wave (feat. Denzel Curry),IDK,55
0,Anime,0.395,0.97,0.623,-1.923,リバイバル,ROOKiEZ is PUNK'D,38
2,Classical,0.224,0.0442,0.147,-24.675,"Violin Concerto No. 1 in A Minor, BWV 1041 : 2. Andante",Johann Sebastian Bach,26
4,Reggaeton,0.647,0.75,0.236,-3.872,A Ella le Encanta,Lary Over,48
1,Hip-Hop,0.727,0.38,0.455,-14.809,Butter,A Tribe Called Quest,51
0,Country,0.441,0.921,0.443,-2.835,Take It Out On Me,Florida Georgia Line,56
3,Reggae,0.716,0.886,0.575,-3.445,Spiderweb,Sublime With Rome,44
4,Rock,0.531,0.855,0.424,-4.95,Hanging By A Moment,Lifehouse,65
3,Ska,0.885,0.294,0.912,-11.752,Save a Bread,Justin Hinds & The Dominoes,29
0,Rap,0.682,0.662,0.171,-5.782,Trapstar,Lil Mosey,65
4,Pop,0.595,0.636,0.147,-5.981,Scary Love,The Neighbourhood,69
2,Soundtrack,0.258,0.114,0.0975,-15.564,Get Thee Behind Me Satan - feat. Ella Fitzgerald,Jonny Greenwood,29
1,Children’s Music,0.381,0.532,0.1,-7.842,Holy Spirit,Francesca Battistelli,62
4,Rock,0.506,0.881,0.722,-3.926,The Cold Wind,Greta Van Fleet,64
2,Opera,0.195,0.11,0.0375,-19.681,"La Bohème / Act 4: ""C'è Mimì...""",Giacomo Puccini,19
0,Soul,0.693,0.714,0.525,-5.803,Seven Whole Days,Toni Braxton,43
2,Soundtrack,0.209,0.368,0.0426,-14.627,The Boy Who Harnessed the Wind,Antonio Pinto,6
4,Anime,0.528,0.957,0.444,-4.358,King & Ashley,MY FIRST STORY,38
2,Classical,0.463,0.0431,0.323,-26.878,"String Quartet No. 13 in B Flat Major, Op.130: III. Andante con moto, ma non troppo",Ludwig van Beethoven,24
4,Comedy,0.565,0.717,0.268,-15.525,An Incomplete List of Impolite Words,George Carlin,15
1,Hip-Hop,0.821,0.424,0.191,-9.312,Trained to Kill (Big Body Whips) [feat. Gunna],G Herbo,62
3,Hip-Hop,0.781,0.459,0.511,-8.618,Leave A Tip (feat. Splash Drexler),Ugly God,54
3,Ska,0.604,0.879,0.937,-3.67,Better Watch Your Back,The Hippos,12
1,Movie,0.554,0.252,0.355,-11.979,Don't Be Sure,Debbie Davis,0
0,Pop,0.76,0.763,0.321,-2.964,Where U From,Huncho Jack,66
0,Alternative,0.617,0.842,0.254,-7.124,African Lady - ADM Remix,Masego,48
1,Indie,0.635,0.138,0.0523,-15.204,Chicago,Christian Leave,46
3,Country,0.667,0.52,0.661,-8.182,"Forever And Ever, Amen - feat. Zac Brown Band",Randy Travis,36
1,Folk,0.526,0.185,0.471,-15.744,Old Town,Luis Trindade,55
4,Indie,0.569,0.864,0.557,-2.431,Nobody To Love,Alex Newell,46
4,Indie,0.393,0.525,0.703,-9.294,When Did We Stop,New Move,44
1,Indie,0.413,0.227,0.354,-10.871,Hope,Blood Orange,61
4,Rock,0.544,0.709,0.329,-6.324,Ballin With a Check,Mesa,62
3,Dance,0.711,0.7,0.801,-4.805,Die Young,Kesha,69
0,Anime,0.243,0.474,0.196,-7.194,Gotenks Is Born,Bruce Faulconer,23
4,Anime,0.503,0.923,0.574,-5.244,Valkyrie - 戦乙女,WagakkiBand,36
0,Blues,0.534,0.79,0.653,-6.721,Fire Walk With Me,The Black Keys,62
3,Reggaeton,0.807,0.736,0.625,-7.252,Ahora,Feid,28
2,Opera,0.255,0.09,0.082,-17.478,"Donizetti: Lucia di Lammermoor, Act 3: ""Il dolce suono ... Ardon gli incensi"" (Lucia, Raimondo, Normanno, Chorus)",Gaetano Donizetti,25
2,Folk,0.226,0.4,0.101,-10.256,Knife,Grizzly Bear,49
1,Alternative,0.79,0.291,0.3,-12.113,Bupropion,Aftertheparty,45
1,Hip-Hop,0.7,0.393,0.477,-10.88,The Truth,Handsome Boy Modeling School,54
1,Soul,0.547,0.3,0.811,-13.973,Buona Sera - Remastered,Louis Prima,52
2,Opera,0.171,0.113,0.0706,-16.151,La Bohème: Che gelida manina! (Rodolfo) (1997 Digital Remaster),Giacomo Puccini,25
0,Pop,0.682,0.831,0.785,-4.234,My Pace,Stray Kids,69
0,Rock,0.546,0.631,0.569,-5.757,Sympathy,The Goo Goo Dolls,64
1,Classical,0.393,0.222,0.156,-14.254,"String Quartet No. 5, Sz.102: String Quartet No. 5, Sz.102: I. Allegro",Béla Bartók,26
4,Rap,0.599,0.683,0.304,-4.493,Chainsaw,Nick Jonas,70
3,Blues,0.54,0.637,0.869,-10.628,The Harder They Come,Merl Saunders,24
1,Soundtrack,0.222,0.544,0.186,-11.807,Skydiving,Henry Jackman,35
2,Comedy,0.469,0.498,0.0961,-22.214,Back Home,Robin Williams,27
4,Reggaeton,0.598,0.835,0.569,-9.71,Regálame Tu Amor (En Vivo) [feat. Nelsón Arrieta],Guaco,26
1,Rap,0.674,0.528,0.195,-12.598,When You Come Home,Struggle Jennings,49
1,Reggae,0.64,0.262,0.449,-11.63,Trouble Up There (acoustic),Stick Figure,32
0,Children’s Music,0.419,0.785,0.332,-4.483,All or Nothing,Theory of a Deadman,55
2,Soundtrack,0.184,0.0529,0.0463,-22.879,Yoda's Theme,John Williams,43
2,Classical,0.236,0.0514,0.0396,-20.667,"Violin Sonata in D Minor, Op. 9: II. Andantino tranquillo e dolce",Karol Szymanowski,28
3,Jazz,0.681,0.664,0.748,-7.852,Love Will Follow,George Howard,42
0,Alternative,0.594,0.774,0.577,-5.082,Too High (feat. Buddy & Na'kel Smith),Leven Kali,43
1,Soul,0.354,0.461,0.216,-10.593,So High - Single Version,John Legend,49
0,Jazz,0.448,0.725,0.501,-10.084,Unwritten,Stan Forebee,44
1,Anime,0.639,0.41,0.142,-8.158,Arigatou…,KOKIA,28
3,Reggae,0.72,0.769,0.836,-8.612,"Easy Skanking - Live At Music Hall, Boston / 1978",Bob Marley & The Wailers,41
2,Classical,0.126,0.0722,0.0384,-22.114,Responsories for Maundy Thursday Nocturn 2: I. Amicus meus osculi me tradidit signa,Tomás Luis de Victoria,30
1,Soul,0.697,0.58,0.35,-8.785,Heartbeat,Zola Blood,48
0,Rock,0.606,0.781,0.632,-5.846,Levitate,The Palms,62
1,Folk,0.565,0.136,0.349,-12.179,Sweet Love of Mine (Acoustic),Joy Williams,45
3,Folk,0.674,0.771,0.718,-5.612,Against The Wind,Bob Seger,63
3,Reggaeton,0.723,0.742,0.728,-4.455,Tengo Hambre,Calle 13,36
1,Folk,0.365,0.503,0.355,-11.119,Anyone Else but You,Michael Cera,39
0,Rap,0.589,0.833,0.653,-4.494,Morning Glory,Kehlani,70
0,Electronic,0.565,0.934,0.634,-1.576,Decisions (feat. Miley Cyrus),Borgore,53
4,Reggaeton,0.628,0.847,0.618,-4.85,En el Case,Cosculluela,28
3,Reggaeton,0.728,0.726,0.539,-8.666,Dame una Señal,Mora,36
3,Rock,0.74,0.638,0.647,-10.966,I Shot The Sheriff,Eric Clapton,63
0,Alternative,0.481,0.818,0.098,-4.95,Love the Way You Hate Me,Like A Storm,51
4,Reggae,0.535,0.669,0.604,-4.914,Don't Walk Away (feat. J Boog),Alaine,26
0,Reggaeton,0.567,0.779,0.765,-7.781,La Promesa (En Vivo) [feat. Huascar Barradas],Caibo,22
0,Soul,0.497,0.747,0.209,-5.455,Skin,Manila Killa,48
1,Alternative,0.656,0.188,0.192,-12.996,Dublin Blues,Guy Clark,48
3,Children's Music,0.883,0.576,0.83,-7.001,Ring-A-Ring-A Roses,The Countdown Kids,3
3,R&B,0.711,0.537,0.409,-5.806,This is How We Roll,Fifth Harmony,50
1,World,0.353,0.447,0.182,-6.009,Wide Awake - Acoustic,Phil Wickham,32
3,Soul,0.721,0.685,0.688,-5.987,My Omen,Electric Guest,46
3,Soul,0.789,0.908,0.639,-6.727,Bootzilla,Bootsy Collins,42
3,Soul,0.747,0.92,0.971,-10.053,(Everybody Wanna Get Rich) Rite Away,Dr. John,47
2,Classical,0.339,0.0687,0.415,-26.565,"Le nozze di Figaro (The Marriage of Figaro), K. 492: Sull'aria che soave zeffiretto (arr. for flute, oboe and violin)",Wolfgang Amadeus Mozart,32
0,Country,0.572,0.836,0.454,-6.214,Teenage Heart,Lady Antebellum,42
0,Anime,0.315,0.919,0.574,-2.588,The Thaw,ASIAN KUNG-FU GENERATION,16
4,Comedy,0.675,0.83,0.53,-9.763,Uncle B.S. 1941,Tim Wilson,11
0,Electronic,0.553,0.659,0.46,-9.281,A grand love theme,Kid Loco,53
1,Ska,0.595,0.404,0.298,-8.726,Undone,Pepper,23
1,Jazz,0.419,0.518,0.375,-10.885,I'm New Here,Gil Scott-Heron,42
4,Soul,0.627,0.938,0.587,-2.535,Classic (feat. Fetty Wap & POWERS ),The Knocks,46
2,Opera,0.333,0.0456,0.15,-22.821,Porpora: Semiramide riconosciuta: Se pietoso il tuo labbro,Nicola Porpora,8
3,Soul,0.836,0.761,0.648,-5.929,Aura,SG Lewis,57
3,Soul,0.741,0.628,0.496,-9.324,2 Petty,TiRon & Ayomari,33
1,Folk,0.66,0.163,0.625,-20.953,Bryter Layter,Nick Drake,44
1,Blues,0.434,0.546,0.465,-10.384,Lost Women - The Mono Album,The Yardbirds,38
4,Ska,0.476,0.924,0.702,-5.103,Veronica,Teenage Bottlerocket,19
2,World,0.207,0.21,0.0496,-18.74,Holy Harmonics,Dean Evenson,36
1,Jazz,0.697,0.451,0.174,-7.06,Sour Soul - Instrumental,BADBADNOTGOOD,36
0,Electronic,0.367,0.974,0.311,-3.016,Empathy,Bassnectar,42
3,Reggaeton,0.806,0.724,0.713,-8.226,"No Se de Ella ""My Space""",Don Omar,48
4,R&B,0.604,0.554,0.123,-5.8,HOTBOX,Ne-Yo,54
2,World,0.255,0.062,0.0371,-16.887,Slow Motion Blackbird,Steve Reich,25
0,Rock,0.385,0.739,0.37,-5.598,In My Arms (feat. Jamie N Commons),Grizfolk,53
3,R&B,0.82,0.696,0.617,-4.918,Pills & Automobiles,Chris Brown,70
0,Rock,0.495,0.798,0.461,-9.173,Fire Woman,The Cult,57
1,Rock,0.382,0.688,0.207,-12.569,Knocked Up,Kings of Leon,55
3,Indie,0.772,0.64,0.402,-7.403,What It Dew,Grieves,48
0,Ska,0.347,0.987,0.683,-3.158,Rapid Decompression,Against Me!,26
2,Soundtrack,0.271,0.0778,0.167,-19.729,The Family That Strays Together,Michael Giacchino,29
3,Blues,0.533,0.465,0.768,-9.814,She Belongs to Me,Chris Robinson Brotherhood,27
2,Classical,0.0936,0.0316,0.0374,-29.969,Choosing Life,Philip Glass,35
0,R&B,0.335,0.475,0.0683,-7.946,Fill The Void,Stwo,46
4,Pop,0.404,0.598,0.348,-8.513,The Reason,Chelsea Cutler,70
0,Electronic,0.583,0.916,0.243,-1.579,Break Em Down,Barely Alive,39
0,Children's Music,0.405,0.879,0.744,-5.448,Hey Bulldog,The Beat Bugs,22
1,Folk,0.58,0.433,0.362,-9.188,Jezebel,Iron & Wine,44
1,Comedy,0.46,0.101,0.398,-14.486,Bitch,Stephen Lynch,23
1,Blues,0.547,0.377,0.245,-8.395,I Just Want To Make Love To You - Single Version,Muddy Waters,41
3,Movie,0.613,0.785,0.927,-9.515,Ma sœur,Marie-Thérèse Orain,0
4,Children’s Music,0.414,0.892,0.594,-10.722,Honey Bucket,Melvins,51
4,Indie,0.745,0.713,0.376,-5.129,100 Letters,Halsey,61
1,Hip-Hop,0.79,0.472,0.287,-6.999,You Belong To Somebody Else,DeJ Loaf,58
4,R&B,0.669,0.582,0.47,-7.455,If You Ever,Nao,53
3,Rap,0.825,0.611,0.539,-7.728,Perfect World,Ryan Caraveo,57
3,Pop,0.678,0.918,0.769,-4.63,Part Of Me,Katy Perry,71
4,Children’s Music,0.568,0.907,0.337,-4.641,Infra-Red,Three Days Grace,68
4,Soul,0.442,0.718,0.54,-3.754,Love Like Ours (feat. Tarrus Riley),Estelle,43
3,Movie,0.758,0.445,0.832,-12.045,Silence On Tourne,Henri Salvador,0
3,Rock,0.602,0.876,0.713,-5.212,You Spin Me Round (Like A Record),Dope,61
0,Rap,0.579,0.812,0.278,-6.509,Pardon Me,Incubus,66
0,Hip-Hop,0.484,0.78,0.271,-5.264,Furthest Thing,Drake,60
1,Jazz,0.789,0.374,0.324,-9.576,Down the Line (It Takes a Number),Romare,49
3,Pop,0.597,0.645,0.55,-5.356,Notice Me,PnB Rock,57
0,Alternative,0.326,0.841,0.449,-7.14,Race for the Prize - 2017 Remaster,The Flaming Lips,52
4,Classical,0.315,0.895,0.432,-4.519,Empire - Remastered/2003,Queensrÿche,45
3,Hip-Hop,0.947,0.607,0.732,-10.58,The Message (feat. Melle Mel & Duke Bootee),Grandmaster Flash & The Furious Five,49
1,Soul,0.487,0.366,0.16,-10.423,On Your Own,Lalah Hathaway,39
4,Anime,0.514,0.949,0.543,-1.074,轍-wadachi-,ROOKiEZ is PUNK'D,28
2,Opera,0.186,0.27,0.156,-14.976,Minuet No. 1,Giacomo Puccini,18
1,Dance,0.601,0.617,0.417,-10.904,If You Were Here,Thompson Twins,49
1,Reggae,0.696,0.5,0.238,-8.667,Strange Days,Mat McHugh,38
0,Indie,0.495,0.745,0.589,-5.475,In Cold Blood,alt-J,59
3,Reggae,0.711,0.624,0.533,-8.604,Yabba Dabba Do,Vybz Kartel,33
2,Classical,0.0732,0.0337,0.0579,-29.735,"Polaris ""Voyage for Orchestra""",Thomas Adès,31
3,Movie,0.623,0.477,0.945,-12.64,Muskrat Ramble,Phil Harris,15
1,Anime,0.724,0.49,0.367,-6.763,真夏の果実,ayaka,47
3,Alternative,0.684,0.604,0.855,-6.41,French Riviera,Cautious Clay,44
3,R&B,0.497,0.636,0.69,-8.71,"Love, Love, Love",Donny Hathaway,56
4,Ska,0.495,0.975,0.467,-3.591,How They Getcha',The Vandals,19
0,Anime,0.37,0.247,0.0719,-11.17,Dear to the Heart,Nobuo Uematsu,32
3,Hip-Hop,0.829,0.703,0.322,-7.754,R.U.T.S.,Magic & Bird,50
4,Rock,0.509,0.825,0.653,-3.627,Don't Stop the Devil,Dead Posey,56
3,Rock,0.604,0.563,0.66,-7.661,Budding Trees,Nahko and Medicine for the People,53
3,Rap,0.762,0.652,0.753,-6.318,Ok,G Herbo,54
0,Rock,0.542,0.905,0.374,-5.653,Sex on Fire,Kings of Leon,81
3,Rock,0.632,0.828,0.875,-2.692,The Prince Who Wanted Everything,Weezer,59
3,Hip-Hop,0.839,0.746,0.777,-5.264,Type Of Way,Rich Homie Quan,48
2,Opera,0.144,0.0231,0.0397,-31.109,"Madama Butterfly, SC 74: Coro a bocca chiusa",Giacomo Puccini,9
3,Reggaeton,0.842,0.5,0.363,-4.326,No More Mr. Nice Guy,Tego Calderon,37
0,Pop,0.511,0.937,0.484,-5.116,Undead,Hollywood Undead,66
3,Indie,0.637,0.63,0.795,-6.724,I'm A Kid,Jadu Heart,55
4,Soul,0.734,0.486,0.334,-6.138,Don’t Wait,Mapei,48
4,Comedy,0.367,0.983,0.387,-5.642,Condoms,Whitney Cummings,15
4,Rap,0.459,0.706,0.315,-4.467,Let's Hurt Tonight,OneRepublic,67
4,Indie,0.606,0.642,0.0763,-5.339,Bitch,Allie X,53
2,Soundtrack,0.195,0.0451,0.0387,-25.12,"Little Alice - From ""Alice in Wonderland""/Score",Danny Elfman,32
4,Soul,0.554,0.622,0.345,-8.916,High Tide or Low Tide - Recorded at Spotify Studios NYC,Janelle Monáe,42
4,Rap,0.525,0.85,0.275,-5.469,Born For Greatness,Papa Roach,68
1,Alternative,0.594,0.421,0.287,-9.699,Mama,Raveena,43
2,Opera,0.395,0.152,0.343,-22.814,"Il Turco in Italia / Act 1: ""Vado in traccia d'una Zingara""",Gioachino Rossini,5
3,Reggaeton,0.805,0.841,0.613,-5.367,Un Beso Tuyo,Juhn,34
4,Hip-Hop,0.702,0.891,0.517,-3.28,Zendaya (feat. J. Cole),Cozz,67
1,Classical,0.421,0.3,0.22,-12.377,Or Sai Chi'l'onore 1. Akt / Act 1,Wiener Philharmoniker,31
3,Reggae,0.734,0.737,0.729,-4.826,Blood Clot (feat. Don Carlos),Tribal Seeds,40
0,Rap,0.58,0.877,0.614,-4.193,Bitch Came Back,Theory of a Deadman,63
2,Folk,0.64,0.058,0.126,-25.243,4 + 20,"Crosby, Stills, Nash & Young",48
1,Anime,0.311,0.347,0.331,-9.901,SOS,SEKAI NO OWARI,21
3,Dance,0.801,0.581,0.657,-8.491,Men In Black,Will Smith,63
1,Indie,0.609,0.44,0.43,-6.32,Walls,The Lumineers,61
3,Children's Music,0.607,0.886,0.941,-5.356,Day Tripper,The Beat Bugs,19
0,Ska,0.57,0.964,0.912,-3.594,Punk Rock Girl,Streetlight Manifesto,38
